Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Type	Adjacency	Type of Antecedent	Relativizer	RClength	CorrectedRClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
177349:62	"not only have i come to washington but, uh, i find it *exp*-3 very amusing that, uh, the thing that *t*-1 was just instituted *-2 here is very similar."	the thing that *t*-1 was just instituted *-2 here	that *t*-1 was just instituted *-2 here	the thing that *t*-1 was just instituted *-2 here	is	the	thing	empty	copula	adjacent	definite	that	7	5		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
177383:5	"and the thing that *t*-1 just was in the local news bulletin was, somebody has, uh, ter-, made some special, uh, polymers that *t*-2 have the ability * to, uh, make certain actinide elements adhere to them."	the thing that *t*-1 just was in the local news bulletin	that *t*-1 just was in the local news bulletin	the thing that *t*-1 just was in the local news bulletin	was	the	thing	empty	copula	adjacent	definite	that	9	7		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
20018:13	"i guess 0 the guy that *t*-1's on the new star trek series was in that thing, uh."	the guy that *t*-1's on the new star trek series	that *t*-1's on the new star trek series	the guy that *t*-1's on the new star trek series	was	the	guy	empty	copula	adjacent	definite	that	9	7		1047	" ""MALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	139	217	A	2260	340	TAXES	3	3	1
20092:32	"because the cat-, the, the character that *t*-1 is so horrible is another human being."	the character that *t*-1 is so horrible	that *t*-1 is so horrible	the character that *t*-1 is so horrible	is	the	character	nonempty	copula	adjacent	definite	that	5	3		1005	" ""FEMALE"""	1956	34	" ""WESTERN"""	2	" ""GIFT"""	170	260	B	2260	340	TAXES	3	3	1
28767:12	it's just that left knee that *t*-1 just doesn't want *-2 to do everything 0 it used *-4 to *?* *t*-3.	that left knee that *t*-1 just doesn't want *-2 to do everything 0 it used *-4 to *?* *t*-3	that *t*-1 just doesn't want *-2 to do everything 0 it used *-4 to *?* *t*-3	it		that	knee	nonempty	copula	adjacent	definite	that	18	16		1055	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	39	53	A	2395	349	NEWS MEDIA	2	3	1
30337:5	"and the, uh, software that *t*-1 does the taxes is just incredible."	"the, uh, software that *t*-1 does the taxes"	that *t*-1 does the taxes	"the, uh, software that *t*-1 does the taxes"	is	the	software	nonempty	copula	adjacent	definite	that	5	3		1103	" ""MALE"""	1950	40	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	81	159	A	2406	348	MOVIES	2	3	1
30762:35	"this is supposed *-1 to be the, the guy that *t*-2's, uh, replaces bruce lee or whatever or, or the next chuck norris type of guy."	"the guy that *t*-2's, uh, replaces bruce lee or whatever"	"that *t*-2's, uh, replaces bruce lee or whatever"	*-1	be	the	guy	empty	copula	adjacent	definite	that	9	7		1115	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	5	5	A	2421	354	DRUG TESTING	3	1	1
35002:5	"and the stuff that *t*-1 was on the prime, the networks, you know, a b c, n b c, c b s, was,"	"the stuff that *t*-1 was on the prime, the networks, you know, a b c, n b c, c b s"	"that *t*-1 was on the prime, the networks, you know, a b c, n b c, c b s"	"the stuff that *t*-1 was on the prime, the networks, you know, a b c, n b c, c b s"	was	the	stuff	empty	copula	adjacent	definite	that	19	17		1170	" ""MALE"""	1952	38	" ""WESTERN"""	3	" ""CASH"""	130	173	B	2439	320	BUYING A CAR	2	1	3
40094:29	"san antonio, san antonio is the dark horse that *t*-1 could, could really flip in there, i think 0 *t*-2."	"the dark horse that *t*-1 could, could really flip in there"	"that *t*-1 could, could really flip in there"	i	is	the	horse	nonempty	copula	adjacent	definite	that	8	6		1231	" ""FEMALE"""	1956	34	" ""MIXED"""	3	" ""CASH"""	189	287	A	2479	323	CHILD CARE	4	1	1
40188:12	"who's *t*-1 the other one that *t*-2's doing so well this year,"	the other one that *t*-2's doing so well this year	that *t*-2's doing so well this year			the	one	empty	copula	adjacent	definite	that	8	6		1231	" ""FEMALE"""	1956	34	" ""MIXED"""	3	" ""CASH"""	231	339	A	2479	323	CHILD CARE	4	1	1
4174:102	"uh, i, i think 0 what they are trying *-1 to say *t*-2, is that there is a great deal of historical truth, but 0 the interpretation that *t*-1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it *t*-2 the king james version when the committee did it, wrote the translation *t*-4, that so much was lost *-3 in the translation, particularly since most of the translations were in greek."	"the interpretation that *t*-1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it *t*-2 the king james version when the committee did it, wrote the translation *t*-4"	"that *t*-1 actually got into the writing of the bible itself is probably uh, after the what, uh, was is it *t*-2 the king james version when the committee did it, wrote the translation *t*-4"	i	was	the	interpretation	nonempty	copula	adjacent	definite	that	35	33		1101	" ""MALE"""	1939	51	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	109	165	B	2039	339	TV PROGRAMS	4	3	3
41921:48	"it was in our, in our little local paper, our little lewisville paper that *t*-1 comes out twice a week on the front page every week, uh,"	our little lewisville paper that *t*-1 comes out twice a week	that *t*-1 comes out twice a week	it	was	our	paper	nonempty	copula	adjacent	definite	that	7	5		1106	" ""FEMALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	45	67	A	2490	314	GUN CONTROL	3	1	2
42091:13	"if they're the kind of people that *t*-1 commit these, * excuse me, grotesque crimes and have done it over and over and over again, you don't reform those kind of people."	"the kind of people that *t*-1 commit these, * excuse me, grotesque crimes and have done it over and over and over again"	"that *t*-1 commit these, * excuse me, grotesque crimes and have done it over and over and over again"	they	're	the	people	empty	copula	adjacent	definite	that	19	17	could be analyzed with kind as head	1106	" ""FEMALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	111	172	A	2490	314	GUN CONTROL	3	1	2
42373:5	and the guy that *t*-1 teaches it is a practicing criminal attorney	the guy that *t*-1 teaches it	that *t*-1 teaches it	the guy that *t*-1 teaches it	is	the	guy	empty	copula	adjacent	definite	that	4	2		1106	" ""FEMALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	225	341	A	2490	314	GUN CONTROL	3	1	2
46198:36	"well, mumblex that's the, that's the guy that *t*-1 counts."	the guy that *t*-1 counts	that *t*-1 counts	that		the	guy	empty	copula	adjacent	definite	that	3	1		1024	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	84	164	B	2526	320	BUYING A CAR	2	2	2
51694:11	and she's the kind that *t*-1 goes for convenience over anything else.	the kind that *t*-1 goes for convenience over anything else	that *t*-1 goes for convenience over anything else	she		the	kind	empty	copula	adjacent	definite	that	8	6		1093	" ""FEMALE"""	1960	30	" ""NORTH MIDLAND"""	2	" ""GIFT"""	125	241	B	2568	348	MOVIES	1	1	1
57785:14	"oh, it's that one that *t*-1's about, uh, what an inch and a half wide."	"that one that *t*-1's about, uh, what an inch and a half wide"	"that *t*-1's about, uh, what an inch and a half wide"	it		that	one	empty	copula	adjacent	definite	that	12	9		1174	" ""MALE"""	1962	28	" ""MIXED"""	2	" ""CASH"""	21	46	B	2627	306	RECIPES/FOOD/COOKING	2	2	2
58372:3	the thing that *t*-1 was best about metric was the thing that *t*-2 was most poorly represented.	the thing that *t*-1 was best about metric	that *t*-1 was best about metric	the thing that *t*-1 was best about metric	was	the	thing	empty	copula	adjacent	definite	that	6	4		1225	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	1	" ""CASH"""	43	73	A	2628	329	WOMEN'S ROLES	1	1	2
58372:32	the thing that *t*-1 was best about metric was the thing that *t*-2 was most poorly represented.	the thing that *t*-2 was most poorly represented	that *t*-2 was most poorly represented	the thing that *t*-1 was best about metric	was	the	thing	empty	copula	adjacent	definite	that	6	4		1225	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	1	" ""CASH"""	43	73	A	2628	329	WOMEN'S ROLES	1	1	2
58529:13	"i guess 0 the thing that *t*-1 always turned out the best for us was something 0 we thought 0 *t*-2 looked really fancy but was real easy,"	the thing that *t*-1 always turned out the best for us	that *t*-1 always turned out the best for us	the thing that *t*-1 always turned out the best for us	was	the	thing	empty	copula	adjacent	definite	that	9	7		1225	" ""FEMALE"""	1946	44	" ""SOUTHERN"""	1	" ""CASH"""	95	178	A	2628	329	WOMEN'S ROLES	1	1	2
61793:12	the monitor with the card that * drives *t*-1 is another hundred	the card that * drives *t*-1	that * drives *t*-1	the monitor with the card that * drives *t*-1	is	the	card	nonempty	copula	adjacent	definite	that	4	1		1235	" ""FEMALE"""	1957	33	" ""NYC"""	3	" ""CASH"""	66	129	B	2658	366	CONSUMER GOODS	2	3	2
6187:77	"and, uh, one of the things that we were just talking about *t*-1 as a matter of fact this week at work was the coda plan that *t*-2 is offered *-3"	the coda plan that *t*-2 is offered *-3	that *t*-2 is offered *-3	one of the things that we were just talking about *t*-1 as a matter of fact this week at work	were	the	plan	nonempty	copula	adjacent	definite	that	5	2		1096	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	2	5	B	2062	345	JOB BENEFITS	2	2	1
62912:27	and i think 0 another thing is that my friend that *t*-1 was taking with me the first two months wasn't *?* the second two months.	my friend that *t*-1 was taking with me the first two months	that *t*-1 was taking with me the first two months	my friend that *t*-1 was taking with me the first two months	was	my	friend	nonempty	copula	adjacent	definite	that	10	8		1155	" ""FEMALE"""	1941	49	" ""WESTERN"""	2	" ""CASH"""	6	8	B	2672	335	RECYCLING	1	1	1
63691:248	"i, i noticed at the library or someplace this past, uh, month, month and a half ago, 0 they were having a speaker, um, talk about * doing lawn work and, h-, how important it *exp*-1 is *t*-2 * to, to cut your lawn without a bag. just to kind of mulch it, rather than bag it up, because of a-, all the the grass that *t*-3's being bagged *-4 and being hauled *-4 away by the garbage trucks and stuff,"	all the the grass that *t*-3's being bagged *-4 and being hauled *-4 away by the garbage trucks and stuff	that *t*-3's being bagged *-4 and being hauled *-4 away by the garbage trucks and stuff	it *exp*-1	is	all	grass	nonempty	copula	adjacent	definite	that	17	15		1092	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""GIFT"""	191	310	B	2676	313	WEATHER CLIMATE	3	3	3
64171:72	"and close to that, what *t*-1's called *-2 duck creek that *t*-3 runs through part of garland, that's the part that *t*-4 always seems *-5 to get hardest hit *-6 when there's, there's the hard rain *t*-7."	"the part that *t*-4 always seems *-5 to get hardest hit *-6 when there's, there's the hard rain *t*-7"	"that *t*-4 always seems *-5 to get hardest hit *-6 when there's, there's the hard rain *t*-7"	that	called	the	part	empty	copula	adjacent	definite	that	19	12	"two RCs in this example, so added an entry for other one"	1239	" ""MALE"""	1936	54	" ""SOUTH MIDLAND"""	3	" ""CASH"""	50	56	B	2691	343	HOUSES	2	1	1
66301:33	"it was, uh, that was the one that *t*-1 was used *-2 so much in the campaign. in the politica-, in the presidential race."	"the one that *t*-1 was used *-2 so much in the campaign. in the politica-, in the presidential race"	"that *t*-1 was used *-2 so much in the campaign. in the politica-, in the presidential race"	that	was	the	one	empty	copula	adjacent	definite	that	17	15		1237	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	2	" ""CASH"""	12	24	A	2724	356	EXERCISE AND FITNESS	2	2	2
66835:5	"and the guy that *t*-1 built it was weird,"	the guy that *t*-1 built it	that *t*-1 built it	the guy that *t*-1 built it	was	the	guy	empty	copula	adjacent	definite	that	4	2		1073	" ""MALE"""	1967	23	" ""NORTHERN"""	3	" ""CASH"""	76	129	A	2729	351	PETS	1	2	2
70890:10	"and now, even the money that *t*-1's been raised *-2 for the local districts is being, is going *-3 to be siphoned *-4 off and sent *-4 to other parts of the state."	even the money that *t*-1's been raised *-2 for the local districts	that *t*-1's been raised *-2 for the local districts	even the money that *t*-1's been raised *-2 for the local districts	is	even	money	nonempty	copula	adjacent	definite	that	10	5		1090	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	65	109	A	2789	356	EXERCISE AND FITNESS	3	2	2
71232:11	but that's the kind that *t*-1 produces the best.	the kind that *t*-1 produces the best	that *t*-1 produces the best	that		the	kind	empty	copula	adjacent	definite	that	5	3		1232	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	3	" ""CASH"""	13	26	A	2790	329	WOMEN'S ROLES	2	3	3
74271:3	"the thing that *t*-1 worries me about that is that if you just raise salaries across the board, you're going *-2 to be, uh, rewarding people who *t*-3've been doing a lousy job. and instead of getting the, uh, improvement that we want *t*-4."	the thing that *t*-1 worries me about that	that *t*-1 worries me	the thing that *t*-1 worries me about that	is	the	thing	empty	copula	adjacent	definite	that	4	2		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	16	19	B	2835	334	SOCIAL CHANGE	2	4	2
75947:5	"and the patio that *t*-1 came with that house, uh, was not laid *-2 on a, like,"	the patio that *t*-1 came with that house	that *t*-1 came with that house	the patio that *t*-1 came with that house	was	the	patio	nonempty	copula	adjacent	definite	that	6	4		1171	" ""MALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	86	111	B	2851	364	HOBBIES AND CRAFTS	3	4	2
76024:6	"well the thing that *t*-1's funny is 0 they've done, uh, they've done things like that, you know,"	the thing that *t*-1's funny	that *t*-1's funny	the thing that *t*-1's funny	is	the	thing	empty	copula	adjacent	definite	that	4	1		1244	" ""FEMALE"""	1937	53	" ""SOUTHERN"""	2	" ""CASH"""	115	158	A	2851	364	HOBBIES AND CRAFTS	3	4	2
88347:14	"uh, it's the one that *t*-1's on my father-in-law's computer."	the one that *t*-1's on my father-in-law's computer	that *t*-1's on my father-in-law's computer	it		the	one	empty	copula	adjacent	definite	that	8	6		1264	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	63	101	A	3049	348	MOVIES	3	1	1
88863:19	"and, i was surprised by the number of kids that *t*-1 came, came by and had heard of, you know, our school. and, and were interested in it."	"the number of kids that *t*-1 came, came by and had heard of, you know, our school. and, and were interested in it"	"that *t*-1 came, came by and had heard of, you know, our school. and, and were interested in it"	i	was	the	kids	nonempty	copula	adjacent	definite	that	19	17		1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	2	3	A	3052	305	CARE OF THE ELDERLY	2	1	1
88969:71	"the guy, the guy that *t*-1 played in it, he was not the star, but the one that *t*-2 played in it that i liked *t*-3 best was the one who *t*-4 was in, uh, oh, the one about the old people."	the one that *t*-2 played in it that i liked *t*-3 best	that *t*-2 played in it	the one that *t*-2 played in it that i liked *t*-3 best	played	the	one	empty	copula	adjacent	definite	that	5	3		1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	36	75	A	3052	305	CARE OF THE ELDERLY	2	1	1
92465:45	"our, our grandson, our oldest grandson is the one that, that *t*-1 got us to *-2 watching it."	"the one that, that *t*-1 got us to *-2 watching it"	"that, that *t*-1 got us to *-2 watching it"	our oldest grandson	is	the	one	empty	copula	adjacent	definite	that	9	7		1298	" ""FEMALE"""	1941	49	" ""NORTHERN"""	1	" ""CASH"""	67	113	B	3075	310	VACATION SPOTS	1	1	1
98277:159	"and, well, uh, since now i'm in my mid-forties, when i was in grad school *t*-1 or when i was an undergraduate *t*-2 * growing up in a more rural area i thought 0, you know, crime was, was reasonably unknown and just the situation that *t*-3's developed *-4 with the, the drug aspect of, uh uh, the pushers, the dealers and the addicts, uh,"	"just the situation that *t*-3's developed *-4 with the, the drug aspect of, uh uh, the pushers, the dealers and the addicts"	"that *t*-3's developed *-4 with the, the drug aspect of, uh uh, the pushers, the dealers and the addicts"	i	was	just	situation	nonempty	copula	adjacent	definite	that	20	18		1316	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""CASH"""	16	25	A	3120	324	CHOOSING A COLLEGE	4	2	2
98424:17	"but, you know, the other thing that *t*-1 bothers me in the crime is the, uh,"	the other thing that *t*-1 bothers me in the crime	that *t*-1 bothers me	the other thing that *t*-1 bothers me in the crime	know	the	thing	empty	copula	adjacent	definite	that	4	2		1204	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""GIFT"""	65	122	B	3120	324	CHOOSING A COLLEGE	4	2	2
98650:5	"and the truth that *t*-1's brought *-2 out is, uh, as i say, when i've heard about, you know *t*-3,"	the truth that *t*-1's brought *-2 out	that *t*-1's brought *-2 out	the truth that *t*-1's brought *-2 out	is	the	truth	nonempty	copula	adjacent	definite	that	6	4		1035	" ""FEMALE"""	1953	37	" ""NORTH MIDLAND"""	2	" ""GIFT"""	60	120	B	3124	313	WEATHER CLIMATE	3	4	3
108329:67	"people would watch them because there was that, uh, you know, there was really the period that *t*-1 was going on there,"	the period that *t*-1 was going on there	that *t*-1 was going on there	there	was	the	period	nonempty	existential	adjacent	definite	that	6	4		1412	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""CASH"""	5	11	A	3236	335	RECYCLING	2	1	1
126848:19	"that there's the t-, upper management that *t*-1 always wears gray suits. and the people that *t*-2 don't, uh,"	"the t-, upper management that *t*-1 always wears gray suits"	that *t*-1 always wears gray suits	there	do	the	management	nonempty	existential	adjacent	definite	that	6	4	"two RCs in this example, so added an entry for the other one"	1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	129	198	A	3467	339	TV PROGRAMS	2	2	2
126848:19	"that there's the t-, upper management that *t*-1 always wears gray suits. and the people that *t*-2 don't, uh,"	"the t-, upper management that *t*-1 always wears gray suits"	that *t*-1 always wears gray suits	there	do	the	people	empty	existential	adjacent	definite	that	6	2	"two RCs in this example, so added an entry for this one"	1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	129	198	A	3467	339	TV PROGRAMS	2	2	2
166206:46	"and then there, th-, is, is that other group that *t*-1 is working *-2 to maintain a standard of living that, uh, they think 0 *t*-4 is, is surviving which *t*-3 is really more luxuries."	"that other group that *t*-1 is working *-2 to maintain a standard of living that, uh, they think 0 *t*-4 is, is surviving which *t*-3 is really more luxuries"	"that *t*-1 is working *-2 to maintain a standard of living that, uh, they think 0 *t*-4 is, is surviving which *t*-3 is really more luxuries"	there	is	that	group	empty	existential	adjacent	definite	that	26	24		1699	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	1	" ""CASH"""	28	36	A	4483	335	RECYCLING	1	1	1
36706:33	"and then there's this, there's this other one that *t*-1's more up in the mountains"	this other one that *t*-1's more up in the mountains	that *t*-1's more up in the mountains	there		this	one	empty	existential	adjacent	definite	that	8	6		1176	" ""FEMALE"""	1959	31	" ""MIXED"""	2	" ""CASH"""	86	136	B	2455	329	WOMEN'S ROLES	1	1	1
51577:13	"and, there's this montessori school that *t*-1's nearby"	this montessori school that *t*-1's nearby	that *t*-1's nearby	there		this	school	nonempty	existential	adjacent	definite	that	4	2		1093	" ""FEMALE"""	1960	30	" ""NORTH MIDLAND"""	2	" ""GIFT"""	85	164	B	2568	348	MOVIES	1	1	1
67854:16	"and then, there was the black woman that, *t*-1 uh, robbed and shot the furrier."	"the black woman that, *t*-1 uh, robbed and shot the furrier"	"that, *t*-1 uh, robbed and shot the furrier"	there	was	the	woman	empty	existential	adjacent	definite	that	8	6		1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	17	26	A	2756	310	VACATION SPOTS	2	1	1
868:27:00	"i think 0 in a good example on the typical thing that *t*-1 happens, uh, when the phone rang *t*-2 and it's t i 0 *t*-3 calling, my immediate reaction is that it's some sort of strange phone message"	the typical thing that *t*-1 happens	that *t*-1 happens	my immediate reaction	rang	the	thing	empty	lone head	adjacent	definite	that	3	1		1119	" ""MALE"""	1946	44	" ""MIXED"""	3	" ""CASH"""	2	6	B	2012	336	RIGHT TO PRIVACY	2	2	2
3159:14:00	"oh, i guess the stuff that *t*-1 was done *-2 more in the seventies, because that's, well, no that's really when i grew up *t*-3,"	"the stuff that *t*-1 was done *-2 more in the seventies, because that's, well, no that's really when i grew up *t*-3"	"that *t*-1 was done *-2 more in the seventies, because that's, well, no that's really when i grew up *t*-3"	i	guess	the	stuff	empty	lone head	adjacent	definite	that	22	6		1167	" ""MALE"""	1969	21	" ""NORTHERN"""	3	" ""CASH"""	3	4	A	2032	308	MUSIC	3	2	2
7340:02:00	all that stuff that *t*-1's bad for you.	all that stuff that *t*-1's bad for you.	that *t*-1's bad for you			all	stuff	empty	lone head	adjacent	definite	that	6	4		1042	" ""FEMALE"""	1938	52	" ""NEW ENGLAND"""	1	" ""CASH"""	68	139	B	2072	364	HOBBIES AND CRAFTS	2	1	1
100633:9	for example that child that *t*-2 was shot *-1.	that child that *t*-2 was shot *-1	that *t*-2 was shot *-1			that	child	nonempty	lone head	adjacent	definite	that	5	3		1303	" ""FEMALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	71	96	A	3138	306	RECIPES/FOOD/COOKING	2	1	1
100861:3	my daughter that *t*-1's seventeen now i worked even when she was a baby *t*-2.	my daughter that *t*-1's seventeen now	that *t*-1's seventeen now	i	worked	my	daughter	nonempty	lone head	adjacent	definite	that	5	2		1303	" ""FEMALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	173	225	A	3138	306	RECIPES/FOOD/COOKING	2	1	1
101097:18	"and the, the doctor that *t*-1 was on there, the pediatrician said, you know, i can't imagine *-2 leaving a three week old and taking them to a nursery day-care and leaving them there."	the doctor that *t*-1 was on there	that *t*-1 was on there	"the doctor that *t*-1 was on there, the pediatrician"	said	the	doctor	nonempty	lone head	adjacent	definite	that	5	3		1280	" ""FEMALE"""	1958	32	" ""NYC"""	3	" ""CASH"""	68	99	A	3140	334	SOCIAL CHANGE	3	2	2
104786:68	"while i was finding people, i, uh, i could think about the topic longer that the person that *t*-1 receives it,"	the person that *t*-1 receives it	that *t*-1 receives it	i	was	the	person	empty	lone head	adjacent	definite	that	4	2		1381	" ""FEMALE"""	1924	66	" ""SOUTH MIDLAND"""	2	" ""CASH"""	10	12	B	3182	364	HOBBIES AND CRAFTS	2	2	2
10950:6	well the warmth that *t*-1 developed between them	the warmth that *t*-1 developed between them	that *t*-1 developed between them			the	warmth	nonempty	lone head	adjacent	definite	that	5	3		1076	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	3	" ""CASH"""	58	97	A	2109	348	MOVIES	1	1	1
110080:92	"we've, uh, we thought probably 0 our neighborhood in houston had more of this breed than any other place just because of, um, the family that *t*-1 had them and, and bred them."	"the family that *t*-1 had them and, and bred them"	"that *t*-1 had them and, and bred them"	our neighborhood in houston	had	the	family	nonempty	lone head	adjacent	definite	that	8	6		1324	" ""FEMALE"""	1954	36	" ""SOUTH MIDLAND"""	3	" ""CASH"""	81	129	A	3246	353	PUBLIC EDUCATION	1	1	1
113386:12	"i mean this nonsense that *t*-1's coming through now about, uh, uh, * lowering payments on social security and a few other things that bush has *t*-2 in mind in order t-, to * boost the economy because people have n-, more money as it's, gets, it's ridiculous."	"this nonsense that *t*-1's coming through now about, uh, uh, * lowering payments on social security"	that *t*-1's coming through now	it	mean	this	nonsense	nonempty	lone head	adjacent	definite	that	6	4		1112	" ""FEMALE"""	1956	34	" ""SOUTHERN"""	3	" ""CASH"""	78	166	B	3288	318	AUTO REPAIRS	1	1	1
119832:15	"but, uh, even that priest that *t*-1 was in control there for a while that they overthrew *t*-2, uh,"	that priest that *t*-1 was in control there for a while that they overthrew *t*-2	that *t*-1 was in control there for a while			that	priest	nonempty	lone head	adjacent	definite	that	9	7		1399	" ""FEMALE"""	1949	41	" ""SOUTH MIDLAND"""	2	" ""CASH"""	43	84	A	3354	361	GARDENING	1	1	1
121386:39	"and then, and then, uh,, uh, the blond headed girl that *t*-1 used *-2 to be on newhart."	the blond headed girl that *t*-1 used *-2 to be on newhart	that *t*-1 used *-2 to be on newhart			the	girl	empty	lone head	adjacent	definite	that	8	6		1426	" ""MALE"""	1952	38	" ""NORTHERN"""	2	" ""CASH"""	39	67	A	3375	353	PUBLIC EDUCATION	2	1	1
126702:5	"so the doors movie, that *t*-1's out on video. i want *-2 to watch that."	"the doors movie, that *t*-1's out on video"	that *t*-1's out on video	i	want	the doors	movie	nonempty	lone head	adjacent	definite	that	6	4	"arguably non-restrictive, but I counted it"	1286	" ""FEMALE"""	1957	33	" ""MIXED"""	1	" ""CASH"""	68	112	B	3467	339	TV PROGRAMS	2	2	2
128628:27	"i saw james doohan, you know, the guy that *t*-1 plays, uh, scotty."	"the guy that *t*-1 plays, uh, scotty"	"that *t*-1 plays, uh, scotty"	i	saw	the	guy	empty	lone head	adjacent	definite	that	5	3		1307	" ""FEMALE"""	1953	37	" ""WESTERN"""	3	" ""CASH"""	80	98	B	3508	335	RECYCLING	3	2	2
132176:18	"and i think eventually 0 the number of people that *t*-1 can afford health insurance, as, as it is now getting squeezed *-2 and squeezed *-2 tighter."	"the number of people that *t*-1 can afford health insurance, as, as it is now getting squeezed *-2 and squeezed *-2 tighter"	"that *t*-1 can afford health insurance, as, as it is now getting squeezed *-2 and squeezed *-2 tighter"	i	think	the	people	empty	lone head	adjacent	definite	that	18	16		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	65	89	A	3565	332	HOME REPAIRS	1	1	1
141583:8	but maybe that riding place that *t*-2 is north of town that she goes to *t*-1.	that riding place that *t*-2 is north of town that she goes to *t*-1	that *t*-2 is north of town			that	place	empty	lone head	adjacent	definite	that	6	4		1417	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	2	" ""CASH"""	108	144	B	3768	310	VACATION SPOTS	1	1	1
142562:2	the one that *t*-1 looks like a fudgesicle.	the one that *t*-1 looks like a fudgesicle.	that *t*-1 looks like a fudgesicle			the	one	empty	lone head	adjacent	definite	that	6	4		1476	" ""MALE"""	1955	35	" ""WESTERN"""	2	" ""CASH"""	30	63	B	3796	319	BASKETBALL	2	1	1
146546:145	"i do think that there are some significant kinds of things 0 * to to look for *t*-4 *ich*-1, you know, if you are faced *-2 with * placing someone. in a place like that, uh, you know, aside from the cleanliness and the medical care that *t*-3 is offered *-5 and such"	the cleanliness and the medical care that *t*-3 is offered *-5	that *t*-3 is offered *-5	there	are	the cleanliness	care	nonempty	lone head	adjacent	definite	that	5	3		1514	" ""FEMALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	55	82	A	3983	369	MAGAZINES	1	2	1
153144:35	and it never really showed what *t*-3 actually the damage that *t*-1 really happened that *t*-2's	the damage that *t*-1 really happened that *t*-2's	that *t*-1 really happened	it	showed	the	damage	nonempty	lone head	adjacent	definite	that	4	2		1516	" ""MALE"""	1964	26	" ""WESTERN"""	2	" ""CASH"""	83	149	A	4099	356	EXERCISE AND FITNESS	1	2	1
155752:184	"i, i think, i think 0 the, uh i think that the decision that *t*-1 needs *-3 to be made *-4 though on nursing home has *-5 to be a joint one between the, uh, elderly uh, person who *t*-2's going in and the family that *t*-6's going *-7 to be, uh, effec-, effected *-8 by it"	"the family that *t*-6's going *-7 to be, uh, effec-, effected *-8 by it"	"that *t*-6's going *-7 to be, uh, effec-, effected *-8 by it"	*-5	be	the	family	nonempty	lone head	adjacent	definite	that	13	11		1607	" ""MALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	31	68	B	4148	341	TRIAL BY JURY	2	1	3
